state_code,latitude,longitude,founded_at,age_first_funding_year,age_last_funding_year,funding_rounds,funding_total_usd,category_code,has_VC,has_angel,has_seriesA,has_seriesB,has_seriesC,has_seriesD,avg_participants,is_top500,status
CO,39.937989,-105.058729,1/1/2001,5.0027,5.0027,1,6500000,software,Yes,No,No,No,No,No,1,Yes,acquired
CA,37.561111,-122.270487,6/1/2005,1.4521,1.4521,1,4000000,web,No,No,Yes,No,No,No,3,No,closed
CA,37.391642,-122.093935,1/1/2010,0.2466,1,5,185000,mobile,Yes,Yes,No,No,No,No,2,Yes,closed
OR,45.520247,-122.674195,4/1/2009,2.6959,2.6959,1,1300000,mobile,No,No,Yes,No,No,No,1,No,acquired
NY,40.74632,-73.982607,1/1/2003,3.7945,3.7945,1,45000000,advertising,No,No,No,Yes,No,No,1,No,acquired
MA,42.360253,-71.058291,7/1/2008,2.3041,2.3041,1,2500000,search,No,No,Yes,No,No,No,,Yes,acquired
TX,30.280148,-97.749908,2/1/2005,0.5808,2.737,2,9200000,web,No,No,Yes,Yes,No,No,,Yes,acquired
CA,34.066697,-118.383367,8/1/2010,-1.4712,-0.137,4,435953,web,No,Yes,No,No,No,No,,No,closed
CT,54.983201,-1.574631,1/1/2008,-1,0,2,55600000,network_hosting,No,No,Yes,Yes,No,No,2,No,closed
CO,39.616435,-104.879925,1/1/2001,6.263,6.263,1,10000000,software,Yes,No,No,No,No,No,1,No,acquired
WA,47.603832,-122.330062,1/1/2010,0.8329,0.8329,1,12000,games_video,No,Yes,No,No,No,No,1,Yes,closed
MD,38.988766,-76.940952,1/1/2006,4.0301,4.0849,2,2257464,biotech,Yes,No,No,No,No,No,1,No,closed
NY,40.729839,-73.991781,5/1/2011,0.1671,0.5288,2,983000,messaging,No,Yes,No,No,No,No,6,Yes,acquired
CA,34.054935,-118.244476,12/1/2007,1.4466,2.5068,2,41000000,fashion,No,No,No,Yes,Yes,No,1.5,Yes,acquired
TX,32.969251,-96.823778,1/1/2003,3.6685,5.5589,3,9100000,software,Yes,No,No,Yes,Yes,No,1,No,closed
CA,38.223032,-122.261642,10/22/2004,2.4438,7.1973,3,25500100,software,Yes,No,No,Yes,No,No,2.5,Yes,closed
CA,37.779281,-122.419236,1/1/2010,0.2959,0.2959,1,400000,web,No,Yes,No,No,No,No,1,Yes,acquired
NY,40.730646,-73.986614,1/1/2002,4.737,8.3479,10,22165091,network_hosting,Yes,No,No,Yes,No,No,2,Yes,acquired
CA,37.763652,-122.421778,6/1/2007,0.1671,0.1671,1,500000,network_hosting,No,No,Yes,No,No,No,4,Yes,acquired
CA,37.393679,-122.079017,2/1/2005,0.663,5.8849,5,70000000,web,No,No,Yes,Yes,Yes,Yes,2.8,Yes,acquired
IL,42.048203,-88.031569,3/1/2007,1.2603,3.1781,2,4700000,security,Yes,No,Yes,No,No,No,1,Yes,acquired
MA,37.09024,-95.712891,1/1/2006,2.0055,2.0055,1,30000000,ecommerce,Yes,No,No,No,No,No,2,Yes,acquired
MA,42.447318,-71.2245,1/1/2003,2.0658,9.3836,5,39000000,software,No,No,No,Yes,Yes,Yes,3.25,Yes,acquired
CA,37.381341,-121.977065,1/1/2000,6.4356,9,3,32000000,semiconductor,No,No,No,No,No,Yes,3,Yes,acquired
MA,42.375518,-71.272292,1/3/2000,0.1151,1.1507,3,42000000,advertising,No,No,Yes,Yes,Yes,No,2.6667,Yes,acquired
CA,33.685697,-117.825982,1/1/2001,4.3726,9.3616,3,24510540,enterprise,Yes,No,Yes,Yes,No,No,2.6667,Yes,acquired
CA,37.441537,-122.158332,1/1/2000,5.6548,5.6548,1,2500000,software,Yes,No,No,No,No,No,2,Yes,closed
FL,28.0385347,-82.5068513,1/1/2002,3.6027,7.926,3,21460663,software,No,No,No,Yes,Yes,Yes,4.5,Yes,acquired
NY,40.730646,-73.986614,1/1/2001,5.3507,5.3507,1,15000000,games_video,No,No,No,No,Yes,No,4,Yes,acquired
CA,37.779281,-122.419236,1/1/2006,1.4137,4.2795,2,889999,mobile,Yes,Yes,No,No,No,No,3.5,Yes,closed
CA,37.573045,-122.2823,1/1/2001,4.2219,4.2219,1,16000000,software,No,No,No,Yes,No,No,3,Yes,acquired
CA,37.762185,-122.467269,7/1/2005,2.4192,2.4192,1,7000000,web,No,No,No,Yes,No,No,2,Yes,acquired
NY,40.730646,-73.986614,6/1/2010,0.7479,0.7479,2,100000,advertising,No,Yes,No,No,No,No,1,No,closed
NY,40.73901,-73.997259,10/1/2007,1.9041,1.9041,1,1500000,music,No,No,Yes,No,No,No,1,No,acquired
WA,47.617838,-122.356027,1/1/2000,6.0356,,1,8000000,web,Yes,No,No,No,No,No,1,Yes,acquired
CA,34.018275,-118.495025,8/1/2007,0.2521,,2,4000000,web,No,No,Yes,Yes,No,No,3,Yes,acquired
CA,37.7611016,-122.4160008,6/20/2009,0.0164,0.0164,1,25000,web,No,Yes,No,No,No,No,1,No,closed
CA,37.484347,-122.225803,1/1/2003,2.4301,9.0055,6,64630000,mobile,Yes,No,No,Yes,Yes,No,3.6667,Yes,acquired
CA,40.787878,-74.388207,1/1/2005,1,3.6493,2,12100000,web,No,No,Yes,Yes,No,No,1,Yes,closed
CA,37.779281,-122.419236,1/1/2001,4.2192,5.611,2,20000000,,No,No,No,No,Yes,Yes,4.5,Yes,acquired
TX,30.409765,-97.75101,1/1/2003,2.0301,9.3808,4,49600000,,No,No,No,Yes,Yes,No,2.6667,Yes,closed
CA,34.1549426,-118.6545471,1/1/2000,7.5123,9.9479,5,51450000,games_video,Yes,No,No,No,No,Yes,5.6667,Yes,acquired
CA,37.775206,-122.419209,6/1/2008,-0.1808,2.5178,2,6300000,messaging,No,No,Yes,Yes,No,No,2,Yes,acquired
NY,40.750519,-73.993494,1/1/2010,2,2,1,200000,mobile,No,Yes,No,No,No,No,2,Yes,closed
OH,39.099909,-84.504243,9/1/2011,0,0,1,20000,fashion,No,Yes,No,No,No,No,1,No,closed
MA,42.492256,-71.134549,1/1/2003,0,3.3945,2,11600000,hardware,No,No,Yes,No,Yes,No,2,Yes,acquired
CA,37.391727,-122.077597,5/1/2006,0.1205,0.1205,1,9150000,web,No,No,Yes,No,No,No,2,Yes,acquired
OH,39.099909,-84.504243,7/1/2009,0.2849,0.2849,1,1200000,advertising,No,No,Yes,No,No,No,4,Yes,closed
CA,34.054935,-118.244476,2/1/2010,1.8301,1.8301,1,1700000,social,No,No,No,No,No,No,7,Yes,closed
CA,39.762314,-104.982256,1/1/2007,0.5808,2.5123,3,1415000,social,Yes,Yes,No,No,No,No,1,Yes,acquired
CA,37.7915,-122.40045,1/1/2005,1.0849,3.1342,2,4200000,enterprise,No,No,Yes,Yes,No,No,1.5,Yes,acquired
MA,42.354023,-71.058096,1/1/2007,0.9151,1.6356,2,500000,web,No,Yes,Yes,No,No,No,2,No,acquired
TX,32.997114,-96.676137,1/1/2002,5.9507,5.9507,1,21500000,public_relations,No,No,No,No,Yes,No,4,Yes,acquired
UT,40.3310529,-111.7276347,6/1/2006,0.0411,1.5863,2,10000000,web,No,No,Yes,No,No,No,2,No,acquired
CA,34.054935,-118.244476,1/1/2004,1.0877,2.5616,2,9500000,software,No,No,Yes,Yes,No,No,2.5,Yes,closed
NM,35.084103,-106.650985,1/1/2007,2.9808,5.211,2,13875001,cleantech,No,No,No,No,No,No,10,Yes,closed
NJ,40.347054,-74.064306,1/1/2000,10.9068,10.9068,1,275000,software,No,Yes,No,No,No,No,2,No,closed
CA,37.426316,-122.141082,1/1/2005,0.0849,5.0356,3,19743770,software,No,No,No,Yes,Yes,No,2.5,Yes,acquired
MA,42.360253,-71.058291,7/1/2008,2.0849,4.0192,5,1178000,software,No,Yes,No,No,No,No,5,Yes,acquired
CA,37.520592,-122.255907,1/1/2005,0.7479,2.7945,3,25000000,security,No,No,Yes,Yes,No,No,,Yes,acquired
PA,40.6015759,-75.3611135,1/1/2004,1.5863,3.1808,3,24150000,semiconductor,Yes,No,Yes,Yes,No,No,,Yes,acquired
CA,37.382162,-122.036301,1/1/2005,1.7479,3.5452,2,80000000,mobile,No,No,Yes,Yes,No,No,,No,closed
CA,37.354469,-121.990433,1/1/2004,,3.326,2,36000000,hardware,No,No,Yes,Yes,No,No,,Yes,acquired
MO,38.703764,-90.443832,9/19/2006,,1.3973,1,205000,network_hosting,No,Yes,No,No,No,No,,No,closed
CA,37.387845,-122.055197,11/17/2002,,4.211,4,28300000,web,No,No,Yes,Yes,Yes,Yes,,Yes,acquired
CA,37.550954,-122.315396,7/7/2007,-1.1836,-1.1836,1,2000000,web,No,No,No,No,No,No,,No,closed
CA,37.627971,-122.426804,2/1/2005,0.7479,1.1616,2,11500000,games_video,No,No,Yes,Yes,No,No,,Yes,acquired
NY,40.730646,-73.986614,1/1/2010,0.8904,0.8904,1,4000000,mobile,No,No,Yes,No,No,No,3,Yes,closed
NY,40.74929,-73.981328,8/1/2009,0.7151,0.7151,1,500000,ecommerce,No,Yes,No,No,No,No,1,Yes,closed
TX,30.387275,-97.759511,6/1/2006,0.7425,0.7425,1,4000000,search,No,No,Yes,No,No,No,2,Yes,closed
NY,40.650104,-73.949582,1/1/2010,0,2.4274,2,9030000,web,No,Yes,Yes,No,No,No,4,Yes,closed
PA,39.952399,-75.16359,1/1/2005,0.0658,4.3863,4,69900000,biotech,No,Yes,Yes,No,Yes,Yes,4.75,Yes,acquired
CA,34.050451,-118.437775,9/1/2011,0.6658,0.6658,1,20000,messaging,No,Yes,No,No,No,No,1,No,closed
IN,39.7672093,-86.1580785,12/1/2000,3.6384,11.9041,7,238209999,software,Yes,No,No,No,No,No,2,Yes,acquired
MA,42.504817,-71.195611,1/1/2004,3.1014,6.7342,3,14700000,medical,Yes,No,No,Yes,No,No,1,No,acquired
CA,37.437328,-122.159928,1/1/2007,-0.1288,0.8712,3,430000,games_video,No,Yes,No,No,No,No,1.6667,No,acquired
CA,37.538352,-122.299665,6/1/2011,1.337,1.4219,2,1015000,enterprise,Yes,No,Yes,No,No,No,1,No,acquired
CA,37.4484914,-122.1802812,4/1/2009,0.4438,0.4438,1,1200000,web,Yes,No,No,No,No,No,2,Yes,closed
PA,40.364273,-74.951278,4/1/2005,1.8301,3.3288,2,17100000,web,No,No,Yes,Yes,No,No,2.5,Yes,acquired
CO,39.6478,-104.9875,1/1/2004,4.6767,4.6767,1,59870000000,web,Yes,No,No,No,No,No,4,Yes,acquired
CA,34.054935,-118.244476,1/1/2006,0.6548,0.6548,1,900000,software,No,No,Yes,No,No,No,1,Yes,closed
CA,37.563905,-122.324688,4/10/1990,16.9863,16.9863,1,6000000,network_hosting,No,No,Yes,No,No,No,1,Yes,closed
NY,40.729839,-73.991781,1/1/2002,0.7479,7.0904,2,15100000,advertising,No,Yes,Yes,No,No,No,1,No,acquired
CA,38.232583,-122.636465,1/1/2001,1,8.8795,5,62600000,semiconductor,Yes,No,Yes,Yes,Yes,Yes,9.3333,Yes,acquired
CA,37.486368,-122.230116,6/1/2006,1.8575,4.6027,4,14800000,mobile,Yes,No,No,Yes,Yes,No,2.25,Yes,acquired
CA,34.172904,-118.374037,4/1/2008,0.0411,3.1425,2,6875000,,Yes,No,Yes,No,No,No,7,Yes,acquired
TX,31.5682893,-97.1973664,12/11/2007,0.8712,0.8712,1,30000,,No,Yes,No,No,No,No,1,No,closed
CA,37.386778,-121.966277,1/1/2000,6.263,6.263,1,22200000,public_relations,No,No,No,No,No,No,9,Yes,closed
CO,40.0186731,-105.2762236,5/18/2007,0.2055,,2,415000,network_hosting,No,Yes,No,No,No,No,1,Yes,acquired
NY,40.743808,-73.983626,3/1/2007,-0.1616,,4,27063781,web,No,No,Yes,Yes,Yes,No,3.5,Yes,acquired
CA,34.394343,-119.51231,1/1/2003,3.0877,,1,3100000,advertising,No,No,Yes,No,No,No,5,Yes,acquired
CA,37.451124,-122.166264,1/1/2005,2.1616,3.2877,2,33000000,search,No,No,Yes,Yes,No,No,2.5,Yes,closed
CA,37.430025,-122.09998,1/1/2003,2.7753,5.0027,3,17400000,web,Yes,No,No,No,Yes,No,5,Yes,acquired
CA,37.491356,-122.228843,1/1/2005,0,3.3863,5,28300000,web,No,Yes,Yes,Yes,Yes,Yes,2,Yes,acquired
CA,37.563585,-122.324621,12/1/2006,-0.2493,2.1644,4,46800000,advertising,No,No,Yes,Yes,Yes,No,2.5,Yes,acquired
IL,41.879535,-87.624333,1/1/2009,1.3288,2.0301,3,1525000,ecommerce,No,Yes,No,No,No,No,2.6667,Yes,acquired
NY,40.730646,-73.986614,11/15/2011,0.3397,0.3397,1,1200000,travel,No,Yes,No,No,No,No,5,Yes,acquired
CA,37.391642,-122.093935,5/1/2005,0.1781,4.0301,3,12400000,web,Yes,No,Yes,Yes,No,No,1.6667,Yes,acquired
PA,39.959721,-75.605964,1/1/2006,4.5863,4.5863,1,100000,biotech,Yes,No,No,No,No,No,1,Yes,closed
CA,37.779281,-122.419236,1/1/2003,2.2219,7.3288,3,11000000,software,Yes,Yes,No,Yes,No,No,1.6667,Yes,acquired
TN,36.16223,-86.774353,1/1/2010,1.3397,2.2795,2,675000,web,No,Yes,No,No,No,No,1.5,No,acquired
CA,37.3725243,-122.035963,1/1/2005,0,2.3863,2,13000000,software,No,No,Yes,Yes,No,No,2.5,Yes,acquired
NY,40.728425,-73.999882,2/1/2010,0.7479,0.7479,1,3500000,social,No,No,No,No,No,No,2,Yes,acquired
MA,42.49173,-71.281795,1/1/2001,4.9342,4.9342,1,12000000,hardware,No,No,No,No,Yes,No,4,Yes,closed
CA,37.524422,-122.265869,1/1/2007,0.5808,4.8521,5,78573646,games_video,No,No,Yes,Yes,Yes,No,4.3333,Yes,acquired
TN,36.13996,-86.796377,1/1/2007,0.4521,6.0822,3,15286415,photo_video,No,No,Yes,No,No,No,1,No,acquired
CA,37.79402,-122.4031242,1/1/2008,0.7123,0.7123,1,3200000,web,No,No,Yes,No,No,No,1,Yes,acquired
WA,47.184901,-122.292141,3/1/2011,0.0164,0.0164,1,30000,advertising,No,Yes,No,No,No,No,2,No,closed
CA,37.538352,-122.299665,1/1/2002,0,10.8192,3,14650003,software,No,Yes,No,No,No,Yes,1,No,acquired
CA,37.7710177,-122.4025976,1/1/2003,3.1589,5.6712,2,23500000,software,Yes,No,No,Yes,No,No,5,Yes,acquired
MA,42.493447,-71.514104,1/1/2001,5.0082,5.0082,1,980000,software,No,No,No,No,No,No,1,No,closed
CA,37.390956,-122.032795,1/1/2004,3.1562,3.1562,1,20000000,hardware,No,No,No,Yes,No,No,3,Yes,closed
WA,47.603327,-122.334983,12/1/2004,-0.9178,-0.9178,1,1500000,web,No,No,No,No,No,No,3,No,closed
CA,34.031328,-118.471463,1/1/2004,4.1753,5.537,2,8000000,games_video,No,No,Yes,No,No,No,1.5,Yes,acquired
CA,37.453687,-122.228595,10/1/2005,0.326,4.6932,4,25200000,software,No,No,Yes,Yes,Yes,Yes,4,Yes,acquired
CA,37.552262,-122.292146,6/1/2003,2.7507,4.589,4,61000000,software,No,No,Yes,Yes,Yes,No,3,Yes,acquired
CA,37.396312,-121.961396,5/1/2006,1.337,4.3041,4,46300000,games_video,Yes,No,Yes,Yes,Yes,No,4.25,Yes,acquired
MD,38.963492,-77.091025,1/1/2002,4.0274,8.2712,4,24500000,software,No,No,No,Yes,Yes,Yes,4.3333,Yes,acquired
CA,37.496904,-122.333057,1/1/2006,0.9863,1.6575,2,7500000,games_video,No,No,Yes,No,No,No,1,No,closed
CA,37.557637,-122.285714,1/1/1993,23.2493,23.2493,1,14500000,enterprise,No,No,No,No,Yes,No,9,Yes,acquired
WA,47.5827803,-122.1548103,1/1/2007,2.6493,2.6493,1,29000000,games_video,Yes,No,No,No,No,No,5,Yes,closed
CA,37.390233,-122.033741,1/1/2005,0,3.3808,3,24000000,network_hosting,No,No,Yes,Yes,Yes,No,2.6667,Yes,acquired
CA,34.1411985,-118.7040908,1/1/2000,5.3562,10.2082,4,81017493,semiconductor,Yes,No,No,No,Yes,Yes,5.6667,Yes,acquired
CA,41.78942,-87.596232,10/1/2007,,2.1726,2,1000000,analytics,No,Yes,No,No,No,No,4.5,Yes,acquired
CO,39.977763,-105.13193,1/1/2010,,1.8712,2,12010000,software,Yes,No,Yes,No,No,No,2.5,Yes,acquired
MA,42.479262,-71.152277,1/1/2002,3.7562,3.7562,1,22000000,mobile,No,No,No,No,Yes,No,4,Yes,acquired
CA,37.459177,-122.173907,1/1/1999,8.4493,8.4493,1,42700000,biotech,No,No,No,Yes,No,No,3,Yes,closed
CA,37.4587657,-122.1725191,1/1/2000,5.9753,7.3918,3,80000000,software,Yes,No,No,No,No,Yes,4,Yes,acquired
CA,37.288326,-121.945633,1/25/2010,1.1589,1.1589,1,205000,web,No,Yes,No,No,No,No,7,Yes,acquired
NY,40.730646,-73.986614,10/1/2008,1.7644,1.7644,1,3750000,analytics,No,No,Yes,No,No,No,1,Yes,acquired
CA,37.441537,-122.158332,8/1/2010,0,0.6411,2,41000000,other,No,No,Yes,Yes,No,No,1.5,Yes,closed
CA,37.393536,-122.076747,2/1/2008,1.7781,2.3863,2,76000000,games_video,No,No,Yes,No,No,No,4,Yes,acquired
MA,42.493447,-71.514104,1/1/2006,0,2.7507,2,20000000,enterprise,No,No,Yes,Yes,No,No,1,Yes,acquired
CA,37.779281,-122.419236,4/30/2009,1.2877,3.8521,2,9356180,analytics,No,No,Yes,Yes,No,No,1.5,Yes,acquired
NY,40.743662,-73.984268,4/16/2013,-9.0466,-9.0466,1,100000,advertising,No,Yes,No,No,No,No,1,No,closed
GA,33.7812614,-84.3675617,1/1/2007,2.0767,4.6603,2,13600000,software,No,No,No,Yes,Yes,No,3,Yes,acquired
CA,37.7766184,-122.3938931,10/1/2006,1.1671,1.1671,1,3000000,advertising,No,No,Yes,No,No,No,2,Yes,acquired
CA,37.791564,-122.399981,1/1/2005,1.874,6.4767,5,21138876,,Yes,No,Yes,Yes,No,No,2,Yes,closed
MA,42.364014,-71.101375,3/31/2009,0.1945,0.7836,4,2345000,enterprise,No,Yes,Yes,No,No,No,5.75,Yes,acquired
CA,37.566123,-122.323045,1/15/2005,0.7945,0.7945,1,4000000,web,No,No,Yes,No,No,No,,No,closed
CA,37.406914,-122.09037,1/1/2003,3.811,5.1781,2,17000000,software,Yes,No,No,No,Yes,No,3,Yes,closed
NY,40.750519,-73.993494,1/1/2009,1.8,1.8,1,1100000,web,No,Yes,No,No,No,No,8,Yes,acquired
KY,38.046407,-84.497039,7/26/2010,-0.2384,0.8493,4,59700,software,No,Yes,No,No,No,No,1,Yes,acquired
CA,37.814202,-122.477959,11/3/2008,-0.0082,-0.0082,1,2350000,enterprise,No,No,Yes,No,No,No,2,Yes,acquired
VA,38.87804,-77.436151,1/1/2006,1.8822,1.8822,1,10000000,software,No,No,Yes,No,No,No,2,Yes,closed
CA,37.424298,-122.139809,1/1/2011,0.6767,1.4493,2,21189,mobile,Yes,Yes,No,No,No,No,1,Yes,closed
MA,42.3988661,-71.253781,1/1/2004,2.4521,5.1562,3,28000000,software,No,No,Yes,Yes,Yes,No,2.6667,Yes,acquired
CA,37.386778,-121.966277,1/1/2002,3.3315,3.3315,1,-9500000,software,Yes,No,No,No,No,No,2,No,closed
CA,37.352313,-121.967982,10/1/2003,1.7479,5.5616,3,69600000,semiconductor,Yes,No,No,Yes,No,Yes,7.6667,Yes,acquired
VA,38.919954,-77.212493,3/1/2003,2.6822,6.4164,3,23500000,mobile,Yes,No,No,Yes,Yes,No,3.6667,Yes,acquired
OR,45.413842,-122.725662,1/1/2002,4.4712,4.4712,1,13000000,software,No,No,No,No,No,Yes,4,Yes,acquired
NY,40.73901,-73.997259,1/1/2005,1.5616,3.1562,2,21750000,games_video,Yes,No,No,Yes,No,No,2,Yes,acquired
PA,40.602206,-75.471279,1/1/2000,5.1644,5.1644,1,5750000,public_relations,No,No,No,No,Yes,No,4,Yes,closed
ME,42.645342,-71.234547,1/1/2005,0.7342,1.1753,2,23400000,software,No,No,Yes,Yes,No,No,2.5,Yes,acquired
CA,37.486571,-122.229161,3/1/2007,1.0685,1.0685,1,4300000,advertising,No,No,Yes,No,No,No,2,Yes,closed
TX,30.384453,-97.709809,8/28/2005,2.2082,4.6521,2,20000000,security,Yes,No,No,No,Yes,No,2,Yes,acquired
CA,37.3777985,-121.9744545,1/1/2004,4.2356,9.3616,2,51000000,biotech,No,No,No,No,Yes,No,3.5,Yes,acquired
MA,42.241765,-71.166164,1/1/2000,3.6877,10.137,4,27101994,enterprise,Yes,No,No,Yes,No,No,4.6667,Yes,acquired
CA,37.320309,-122.05004,1/1/2001,5.1507,5.1507,1,6480000,public_relations,No,No,No,No,No,Yes,3,Yes,acquired
CA,37.477037,-122.15164,5/1/2007,0.4192,2.2329,2,35000000,enterprise,No,No,Yes,Yes,No,No,2.5,Yes,acquired
MA,42.358956,-71.054776,1/1/2010,-3.5068,0.3945,3,11300000,web,Yes,No,No,Yes,Yes,No,1,Yes,closed
GA,33.956215,-83.987962,1/1/2012,0.2986,0.2986,1,19000,ecommerce,No,Yes,No,No,No,No,1,No,closed
NJ,40.728158,-74.077642,1/1/2005,1.6658,5.3014,6,78500000,ecommerce,No,No,Yes,Yes,Yes,Yes,3.4,Yes,acquired
NY,40.730646,-73.986614,11/15/2011,0.1534,0.1534,1,-600000,web,No,Yes,No,No,No,No,2,No,closed
MD,38.97864,-76.492786,1/1/2000,5.4932,6.5836,2,13000000,network_hosting,No,No,Yes,Yes,No,No,1.5,Yes,acquired
CA,37.386665,-122.084171,7/1/2005,0,2.8356,5,43600000,search,No,No,Yes,Yes,Yes,Yes,3,Yes,closed
CA,37.776246,-122.4179223,9/10/2008,0.3589,3.4712,5,142000000,enterprise,No,No,Yes,Yes,Yes,Yes,5.2,Yes,acquired
CA,37.406914,-122.09037,4/11/2008,2.1836,3.3068,2,2000000,web,Yes,No,Yes,No,No,No,1.5,Yes,acquired
TX,30.354768,-97.798152,1/1/2001,2,4.0466,3,26800000,software,No,No,Yes,Yes,Yes,No,3,Yes,acquired
CA,37.261986,-121.784279,1/1/2006,1.2904,6.389,6,55900000,hardware,Yes,No,Yes,Yes,Yes,No,3.2,Yes,closed
CA,37.386665,-122.084171,2/23/2005,1.6027,2.8137,2,11000000,mobile,No,No,Yes,Yes,No,No,2,Yes,acquired
CA,37.386778,-121.966277,1/1/2009,0.4137,2.474,3,31500000,enterprise,No,No,Yes,Yes,Yes,No,3.3333,Yes,acquired
DC,38.894955,-77.036646,6/12/2009,3.3863,3.3863,1,1500000,enterprise,Yes,No,No,No,No,No,2,No,acquired
NY,40.729839,-73.991781,5/17/2011,0.0082,1.1479,3,900000,social,No,Yes,No,No,No,No,1.5,Yes,closed
CA,37.2615879,-121.9578487,1/1/2003,1.4603,6.3918,3,58000000,biotech,No,No,Yes,Yes,Yes,No,5,Yes,acquired
MA,42.485102,-71.211568,1/1/2007,0.4959,4.9671,4,29050000,software,Yes,No,No,Yes,No,No,2.6667,Yes,acquired
NV,36.170538,-115.101942,1/1/2011,0.7589,2.4521,2,250000,news,No,Yes,No,No,No,No,1.5,Yes,acquired
CA,37.386778,-121.966277,1/1/2003,3.6493,3.6493,1,21000000,,No,No,No,No,Yes,No,4,Yes,closed
NY,40.907974,-73.84179,1/1/2000,4.1671,7.4356,2,35000000,advertising,Yes,No,Yes,No,No,No,3.5,Yes,acquired
CA,37.779281,-122.419236,8/16/2010,-0.0027,-0.0027,1,500000,web,No,Yes,No,No,No,No,1,No,closed
TX,32.997114,-96.676137,1/1/2000,5.611,6.474,2,30920000,public_relations,Yes,No,No,No,No,No,3.5,Yes,acquired
CA,37.409147,-122.015463,1/1/2002,2,8.0356,4,29288979,software,Yes,No,Yes,Yes,Yes,No,2.6667,Yes,acquired
MA,42.6555302,-71.1455618,1/1/1999,8.0986,12.3671,4,24200000,software,Yes,No,Yes,No,Yes,No,2.3333,Yes,closed
CA,37.351894,-122.085807,10/1/2006,1,1,1,1000000,web,No,No,Yes,No,No,No,1,No,acquired
MN,44.912723,-93.499059,1/1/2003,1,3.0575,2,5550000,web,No,Yes,Yes,No,No,No,1,Yes,acquired
CA,37.4063024,-122.1088743,7/27/2009,-0.1534,2.3425,2,3000000,mobile,No,Yes,Yes,No,No,No,3.5,Yes,closed
CA,37.391642,-122.093935,10/1/2005,0.6767,1.9178,2,14300000,web,No,No,Yes,Yes,No,No,4.5,Yes,acquired
CA,32.901049,-117.192656,1/1/2002,4.2192,4.2192,1,1000000,network_hosting,Yes,No,No,No,No,No,2,No,closed
CA,37.417002,-122.07871,1/1/2003,2.5644,3.389,2,11000000,software,Yes,No,No,Yes,No,No,1.5,Yes,acquired
NY,40.730646,-73.986614,1/1/2007,2.0027,3.0027,2,2000000,photo_video,Yes,Yes,No,No,No,No,3,No,closed
CA,40.234451,-111.658656,2/1/2007,0.8301,2.7178,2,5000000,web,Yes,Yes,No,No,No,No,1,Yes,acquired
CA,37.320309,-122.05004,1/1/2008,2.0027,2.0027,1,11000000,enterprise,No,No,No,Yes,No,No,3,Yes,acquired
CA,37.445667,-122.166911,7/1/2008,0.4192,3.4192,4,14100000,enterprise,No,Yes,Yes,Yes,No,No,2.25,Yes,acquired
CA,34.062504,-118.354605,8/5/2005,0.4932,0.4932,1,5000000,search,No,No,Yes,No,No,No,1,No,closed
WA,45.630695,-122.674456,1/1/2009,0,1.5808,2,400000,web,No,Yes,No,No,No,No,1,No,closed
CA,37.658313,-122.391032,1/1/2000,7.3945,7.3945,1,10000000,biotech,No,No,No,No,Yes,No,1,No,acquired
MA,42.405685,-71.255857,1/1/2005,0.8329,4.0712,3,11035000,software,Yes,No,No,Yes,Yes,No,1.6667,Yes,closed
MA,42.4717204,-71.2621435,1/1/2000,5.6438,5.6438,1,12700000,public_relations,No,No,No,No,No,Yes,4,Yes,acquired
CA,39.78373,-100.445882,1/1/2008,2.9507,3.5562,2,20757182,biotech,No,No,No,Yes,No,No,1,Yes,acquired
CA,37.404044,-121.978956,6/1/2000,5.4658,7.2822,3,27000000,software,No,No,No,No,No,Yes,6,Yes,acquired
NY,40.7445343,-73.9874008,4/1/2004,3.7534,3.7534,1,10000000,advertising,No,No,Yes,No,No,No,1,No,acquired
CA,33.923916,-118.39665,1/1/2001,4.2219,4.2219,1,26000000,public_relations,No,No,No,No,No,Yes,4,Yes,closed
CT,44.671539,-70.144101,1/1/2005,2.1616,4.9562,2,4000000,messaging,No,No,Yes,No,No,No,2,Yes,closed
CA,37.377787,-122.029217,1/1/2004,2.0849,3.9425,2,20220000,hardware,No,No,Yes,Yes,No,No,3,Yes,acquired
NY,40.717248,-74.002662,3/1/2001,4.3534,4.3534,1,10000000,games_video,No,No,No,Yes,No,No,4,Yes,acquired
NY,40.7434025,-73.9890857,4/7/2005,1.5123,3.6082,2,7350000,games_video,No,No,Yes,Yes,No,No,4.5,Yes,closed
CA,37.288136,-121.79765,7/1/2009,0.7671,0.7671,1,50000,messaging,No,Yes,No,No,No,No,1,No,closed
NY,40.7394115,-73.9895748,1/1/2009,1.8822,1.8822,1,1000000,fashion,No,No,Yes,No,No,No,7,Yes,closed
CA,37.39972,-122.108306,1/1/2003,2.7945,6.0356,4,45000000,security,No,No,Yes,Yes,Yes,No,2,Yes,closed
CA,32.877656,-117.210595,7/1/2007,0.2164,4.8438,5,70000000,enterprise,Yes,No,Yes,Yes,Yes,No,4.2,Yes,closed
WA,47.6447802,-122.325878,1/1/2008,1.3096,1.3096,1,500000,ecommerce,No,No,Yes,No,No,No,1,Yes,closed
CA,37.779281,-122.419236,8/1/2008,0.0849,1.3342,2,500000,software,No,No,No,No,No,No,,Yes,closed
TX,30.306591,-97.826727,1/1/2004,1.0877,3.6438,3,44000000,semiconductor,No,No,Yes,Yes,Yes,No,4,Yes,acquired
