avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PercentMarried,BirthRate
5021,1788,169,500.1,60387,859470,13,250.1541648,39.8,38.1,41.1,2.56,44.7,4.240824844
1573,534,162.6,490.4,65813,271863,11.1,367.8323273,40.7,38.7,42.5,2.45,48.7,4.578351666
754,239,152.3,471.5,78653,151420,7.5,6.604147405,38.1,36.5,39.6,2.49,46.8,2.555885972
569,229,172.2,431.4,57547,116573,10.3,0,40.4,39.2,41.6,2.53,46.9,3.936336507
125,53,212.4,494.6,39546,22583,18.1,929.9030244,38.9,37.8,40.4,2.95,49,4.179860671
176,74,200.3,488,34425,26777,23.9,0,42.2,41.5,43.3,2.47,52.3,5.630397237
940,347,190.7,527.2,54271,173533,14.1,11.52518541,37,35.1,38.4,2.71,48.8,6.068779501
2780,1022,177.2,485.9,64632,556779,12.3,474.1558141,37.5,36.1,38.8,2.63,45.2,4.724925622
1447,525,168.7,493.3,53316,215622,13.9,519.4275167,47,45.4,48.3,2.52,51.1,5.256787135
2881,1084,182.3,483.7,69992,672228,18.4,651.5646477,33.7,33.5,33.9,2.22,27.3,4.581891653
1031,426,182.4,447.8,44325,259964,21.6,115.4005939,30.8,29.9,31.8,2.46,37.7,3.204859373
131,56,206.1,475.3,47121,27420,19.6,0,36.6,35.5,38,3,47.9,5.915444937
1003,395,191.5,501.1,44800,181635,15.6,16.51664052,39.8,38.3,41,2.54,49,5.729334092
147,72,209.9,434.4,39980,26928,22.6,0,39.6,36.8,44.9,2.72,39.5,2.467138524
3721,1571,181.2,464.8,47973,568088,14.5,51.04842912,46.6,45.1,47.9,2.46,48.6,4.967904974
8954,3397,157.6,438.3,51485,1896425,14.5,216.723572,40,38.6,41.1,2.73,43.1,4.663810807
58,19,154.5,495.8,26504,8479,33.2,0,42.4,41.2,45.1,2.7,30.9,7.343412527
68,32,174.7,381.9,35256,14462,22.3,0,40.5,39.7,42.3,2.64,44.6,4.5
1366,561,149.8,412.7,43242,173115,11.9,17.32952084,57.3,56.2,58,2.26,55.8,4.954881717
1269,557,184.3,452.5,36383,141058,20.1,42.53569454,55.4,54.4,56.1,2.25,54.6,3.923080412
935,357,182.6,471.3,58539,203967,10.9,88.24956978,39,37.6,40,2.84,53.4,3.920755108
1869,756,123.2,346.3,58403,357305,14.3,50.37712878,48.5,46.7,50.2,2.59,54.4,5.163886194
376,170,203.3,453.7,38484,68348,21.7,73.15503014,40.4,38.2,42.8,2.66,45,4.905335628
176,73,160.4,392.9,36945,35458,29.7,0,40.1,38.4,41.8,2.78,44.2,8.085035152
103,48,195.9,436.6,32121,16203,27.1,0,46.9,44.3,49.5,2.41,45.8,5.828779599
4383,1638,189.2,504.4,46013,913010,18.2,359.2512678,36,34.6,37.6,2.58,43.2,5.094111629
1537,662,186.7,444.2,46139,311003,15.3,234.7244239,37.2,34.9,39.6,2.53,41.3,4.387164057
98,39,197.7,510.4,33315,15068,28.1,0,40.2,38.2,41.7,2.53,41.3,8.967468175
698,300,174.6,444.8,51556,105392,11.6,0,49.6,48.1,50.5,0.0271,54.2,4.063558218
66,34,216.2,412,36788,11761,25.3,0,42.1,39.1,48.7,2.24,49.8,4.934210526
224,101,184.7,403.4,35849,46036,25.6,0,40.2,38.8,41.2,2.53,39.6,4.18136909
85,48,209.2,383.8,40788,17199,19.8,0,42,36.5,45.8,2.54,47.3,6.283213504
68,28,135.3,354.9,38783,13670,21.1,0,45.3,42.5,48,3.04,44.3,1.600365798
89,39,189.1,434.7,38419,15871,23.1,0,43.3,41.3,46.2,2.52,44.8,4.887361588
56,32,188.4,336.8,31734,14295,31.7,0,40.5,36.1,45.6,2.35,39.3,7.14920071
119,47,161.9,422.3,35371,27502,29.9,0,34.8,33.2,36.4,3.33,43.9,6.773043626
138,60,163.7,370.1,38494,39119,25.3,0,33.8,32.3,34.8,3.18,45.5,7.09833795
1300,567,178.1,447.5,40094,178439,15.3,16.81246813,48.7,46.9,50,2.45,52.4,5.381697487
115,47,194.1,484,39930,17221,17.3,0,43,41.7,45.1,2.47,53.1,7.114728275
769,335,161.6,413.7,35787,99491,19.5,0,52.1,50.2,54,2.39,54,5.119076848
6000,2154,168.9,474.5,50758,1349050,16.8,386.938957,36.6,35.5,37.6,2.64,45.1,4.752577535
67,50,191.5,259.6,35651,19324,26.7,0,42.1,40,45.1,2.6,48.4,5.39241858
1056,472,167.3,430.4,47548,147919,14.7,27.04182695,50.7,48.7,52.2,2.44,51.7,5.396074172
74,35,173.5,367.9,40205,14081,18,0,45.3,42.6,48.8,2.17,46.3,5.135032332
34,19,208.1,380.1,38071,8663,25.6,0,36.4,34.5,40.2,2.81,43,7.845659164
2251,879,171.3,474.6,46895,325875,13.8,30.68661297,46.4,45.1,47.6,2.57,54.9,5.546022599
3895,1519,142.1,400.1,49147,701982,16,279.2094384,46.9,45.6,48.2,2.59,50.4,4.725806822
950,369,155.8,390.5,45463,286272,23.3,38.42499441,30,29.1,30.7,2.43,37.8,3.782242355
561,227,189.6,477.3,40124,104173,20.1,28.79824907,39,37.6,40.5,2.62,46.9,5.664585192
296,139,232,496.9,37433,39832,21.2,0,46.6,45.4,48,0.0253,48.5,6.101525381
32,17,220.4,391.5,38473,8331,24.7,0,37.6,36.7,39.4,2.77,41.8,8.315256688
70,41,166.9,293.5,33017,18408,27.7,0,41.5,39.5,44.2,2.52,43.3,11.91053624
2013,823,146.7,399.1,51673,363369,14.1,19.26416398,46.7,45.2,48.2,2.52,52,4.574507344
2696,1089,183.4,490.1,39860,343254,17.8,107.7918975,48.2,46.6,49.6,2.48,49.5,5.222619682
1068,446,146.5,409.8,55472,156283,12.1,102.3783777,50.7,49,52.4,2.39,51.1,5.354923743
11495,4052,137.3,408,42754,2693117,20.4,164.8647274,39,37.5,40.5,3.08,40.7,4.372227998
420,181,168.5,394.6,57411,77482,14,25.81244676,46.8,46.5,47.1,2.55,45.8,4.966521485
466,171,176.3,490.1,56728,78444,11.7,12.74794758,44.2,43.3,45.1,2.66,54.5,6.279473815
879,380,182.8,430.2,55952,198664,12.4,5.033624612,36.8,35,38.8,2.5,51.6,5.717229536
314,146,211.1,463.6,36923,52419,22,19.07705221,42.2,40.4,44.1,2.56,55.3,4.011185878
216,101,203.3,440.9,37065,39469,25.9,0,39.9,39.2,41.2,2.77,45.8,4.691483937
4568,1645,161.7,440.7,47069,1288126,18.2,271.7125499,34.4,33.4,35.3,2.75,42.8,4.907650931
1081,413,155.6,407.5,42945,323993,19.3,33.9513508,35.7,34.2,37.2,3.23,46.4,5.718663568
8287,3265,144.3,422.3,52225,1422789,14.9,151.1116546,44.1,42.3,45.8,2.54,46.9,5.134424767
3154,1281,176.4,470.7,45219,497909,14.7,62.26037288,44.4,43.3,45.5,2.53,51.1,4.73813501
5978,2528,165,430.8,45162,949827,15.2,184.2440781,47.1,45.6,48.5,2.27,44.2,4.507693163
3846,1386,168.1,490.2,42768,650092,18.1,66.14448417,40.3,39.1,41.6,2.77,48.3,5.501541209
505,226,211.6,488.3,32054,72023,28.5,97.19117504,44.1,43,45.6,2.57,44.9,4.330954196
1072,381,149.9,441.8,66560,226640,8.2,30.88598659,42.7,41.8,43.8,2.62,55.4,3.253269113
1630,692,162.4,414.6,42722,298563,17.3,110.529436,43.9,42.6,45,2.64,49.1,5.736951023
3400,1382,186.7,466.5,44852,660367,19.5,284.6901799,37.4,35.7,39.1,2.47,43.9,5.582491665
708,314,190.7,426.5,58587,167040,11.2,0,39.5,38,41.2,2.65,54.8,5.465692312
3000,1247,146.4,410.8,52109,405549,10.8,199.7292559,54,52.2,55.5,2.21,53.5,3.94772339
1940,729,160.8,427.8,56443,449144,11.8,22.26457439,39.1,37.1,40.5,2.85,46.6,4.236255854
1067,358,142.9,444.5,51907,118891,10.9,84.11065598,65.3,64.7,65.7,2.05,62.6,6.766413577
240,120,198.7,421.4,38177,43760,23.7,0,41.6,40.5,43.6,2.69,47.7,3.38904364
120,57,198.5,425.5,36374,22493,23.4,0,41.2,39.2,44.5,2.44,43.5,8.854568855
214,61,362.8,1206.9,40207,15234,24.3,0,40.3,42.3,36.9,2.58,36.4,3.739774055
3119,1430,178.3,422.4,40881,517887,17.7,96.54615775,46.3,44.5,47.9,2.46,46.4,4.314909294
143,63,209.3,456.7,51642,31535,15.1,0,40,39.5,40.3,2.57,46,2.534634761
570,189,169.8,499.8,68421,133378,7.7,0,35.7,35,36.4,2.88,55.1,5.36432284
266,120,206.1,472,44402,48689,16.5,20.53851999,38.6,37.5,39.4,2.67,49.9,5.886681383
222,106,207.3,438.1,38027,48447,20.6,0,34.8,33.3,36.2,2.81,46,5.833404093
91,47,225.5,445.2,29652,14997,26.8,0,41.8,40.8,42.6,2.52,46.5,6.960408685
17,10,258.7,456.9,41800,2216,18,0,44.6,42.9,46.9,2.28,60.9,2.195121951
1083,392,169.2,458.4,58205,274458,12.6,29.14835785,33.2,32.2,34.3,2.59,49.1,4.927709813
29,16,195.8,372,36566,5651,20.9,0,42.3,39.8,43.8,2.51,52.6,4.588744589
473,201,186.9,430.1,46071,124648,18.6,216.6099737,31.8,30.6,33.3,2.69,45.7,6.253896381
30,16,192.4,376.6,41469,5996,17.8,0,41.5,40.2,42.7,2.48,58.9,5.31996916
91,41,205.3,471.1,36953,14818,19.2,0,42.3,40.3,44,2.52,49,6.007301693
420,182,210.2,495.5,46614,70892,15.8,28.211928,40.6,39.2,41.8,2.67,54.5,5.479185579
124,61,205.2,436.7,45574,29744,15.9,0,30.7,29.9,31.4,2.63,50,5.712260808
241,112,182.4,408.4,36424,41459,18.8,0,45.8,44.9,46.7,2.47,55,4.550418639
31,14,202.1,451.5,50348,4995,12.4,0,41.5,38.3,43.4,2.57,59.1,2.164502165
24,12,186.6,415.5,52032,4231,12,0,44.3,43.2,45.6,2.38,59.3,5.277044855
322,138,184.6,449.4,49136,63569,14.5,251.6950086,36.2,34.9,37.3,2.52,55.7,7.18973747
173,81,227.9,496.9,40774,27755,19.2,0,39.5,37.8,40.9,2.57,53,6.713239053
244,114,193.7,416.7,51199,54648,12.1,18.29893134,38.5,37.2,39.7,2.7,56.4,4.518903132
30,13,174.4,445.9,49774,4523,12.3,0,44.2,44.3,44.1,2.26,60.7,5.275498242
35,14,174.7,442.7,34872,6070,25.2,0,41.3,39.6,46.2,2.3,45,9.857723577
15,8,223.9,419.5,33750,2788,24.8,0,41.1,39.9,41.8,2.35,57.6,4.99194847
22,8,159.7,466.5,49204,3754,10.6,0,39,38.6,40.6,2.57,57.2,4.274611399
74,34,200,452.5,35313,12845,24.5,0,40,38.5,42.1,2.6,54.6,5.772811918
92,43,226.9,508.2,34837,13735,23.4,0,40.2,36.8,44.9,2.7,45.5,4.598628479
124,58,209.2,448.8,41370,25574,17.2,0,34.1,33.2,36.4,2.48,51.9,6.363038474
42,21,231.3,470.4,32645,6276,23,0,42.4,40.7,44.1,2.5,52.4,6.331168831
57,30,215,415.2,35977,10980,20.1,0,40.6,40.3,41.2,2.58,49,5.684647303
269,124,203.1,460.6,41514,45366,18.2,0,38.8,37.4,40.7,2.46,49.3,6.042169307
81,31,174.7,465.5,59525,15584,10,0,38.6,36.1,40.3,2.64,60.6,5.947846469
62,29,226.1,491.5,36699,9144,19.1,0,43,40.7,44.6,2.31,54.1,3.922594142
54,28,191.7,374.7,35522,10483,20.7,0,39.3,38.5,40.5,2.5,54.8,7.799915218
219,132,214.4,362.3,36627,49605,24,0,39.7,38.3,40.9,2.67,52.6,5.913091309
162,82,198.3,393.5,46083,35042,14.9,0,40.7,40,41.6,2.58,56.8,5.677852349
204,76,160.2,438.5,55602,45996,13.8,21.74102096,38.5,37.4,39.9,2.83,55.1,4.945382324
55,25,200.2,456.5,52662,9870,12.5,0,39.1,39.2,39,2.98,54.4,4.884922499
196,66,175,516.3,58392,38066,10.2,0,38.3,37.1,39.1,2.74,60.9,5.778802962
183,83,202.4,454.6,34964,33048,20.9,0,39.1,37.9,40.3,2.53,51.9,4.988383217
145,69,202.4,456,33450,19990,22.4,0,47.4,46.3,48.5,2.38,56.2,5.188559858
51,20,182.3,478.7,54107,7771,11.8,0,41.6,39.9,43,2.49,62.2,5.897114178
99,43,196.9,460.2,38517,16232,18,0,43.1,41.1,44.2,2.64,54.7,8.040842374
221,102,202.5,434.6,41806,40887,17.6,0,39.3,38.7,40.2,2.56,55.4,5.739464467
84,38,203.3,467.1,43783,13936,15.1,0,41.3,40,42.5,2.5,53.2,3.244147157
400,179,211.7,483.4,41015,69699,22.2,0,37.8,36.4,39,2.53,48.9,6.694613026
69,27,181.6,465.5,46874,11554,13.4,0,40.7,40.5,41,2.41,64,8.309915697
55,28,189.7,391.8,39706,10539,16.1,94.88566278,41.4,39.6,43.4,2.56,53.7,3.337783712
71,37,237.1,463.9,34172,12181,25,0,39.6,38.5,41.7,2.72,47,7.418397626
3322,1373,186.1,454.5,48226,776864,17.9,390.0296577,34.2,33,35.5,2.53,46.7,6.473896102
238,107,214.1,493.2,38183,39187,21.5,0,39.2,36.8,41.2,2.53,46.1,6.833686191
242,108,173.6,405.2,48014,47887,16.6,0,41.9,40.9,43.2,2.55,54.2,4.078719282
166,96,229.7,413.3,35580,31981,22.1,0,38.5,37.1,40,2.58,50.9,5.394016013
92,47,213.8,430.4,43476,16436,15.4,0,41.4,39.9,42.7,2.6,55.7,5.987850738
295,119,177.4,449.8,41037,80850,23.7,86.58008658,27.2,26.6,28,2.36,41.1,5.395731735
248,118,195.8,418.2,39900,44610,21.7,0,40.7,39.4,42.2,2.36,52.6,5.344522968
203,86,195.7,475.3,41423,38194,17.3,0,35.3,33.7,36.9,2.52,47.4,5.893866899
361,152,190,460.2,45710,71875,17.5,0,37.6,36.5,38.6,2.61,51.3,5.802028117
59,39,226.4,354.7,32215,11183,23.1,0,44.8,43.4,46,2.34,53,5.050505051
18,8,153.2,362.3,56139,3788,12.3,0,40.6,41,40.4,2.8,54,2.822580645
432,170,174.5,445.5,56465,90802,10,0,38.8,37.8,39.7,2.64,59.6,5.259595862
152,68,208.9,484.1,35964,25548,24.7,0,39.7,38,41.1,2.7,48.8,6.579419147
187,109,214.9,375.8,35592,41153,27.9,0,39.9,38.8,41.4,2.64,52.7,6.132732926
257,114,189.1,441.8,42967,44581,15.5,0,40.1,39.3,40.8,0.0248,55.2,2.876060418
73,28,153.1,391.6,49780,21489,13.6,0,31.5,30.6,32.4,2.93,54.9,4.818560381
41,18,166.1,398.1,35274,7515,23.8,0,40.5,37.6,42.1,2.4,52.4,6.093432634
2938,1155,183.9,474,50507,639242,14.8,231.5242115,35.3,34.2,36.7,2.5,48.5,5.964154695
336,137,177.5,420.3,58921,76559,9.8,0,38.4,37.9,39,2.74,57.5,4.655824075
312,131,185.2,461,49056,52021,13.9,0,40.5,38.1,43,2.43,55,6.522329921
65,29,186.9,442.3,47391,11661,13.9,0,38.8,37.2,39.8,2.46,60.5,5.586592179
48,14,125.3,452.6,48831,9304,14.3,0,33.9,32,37.5,2.37,47.4,4.912663755
86,35,155.7,378.2,56067,21559,12.3,0,36.1,35.2,37.6,2.7,52.9,3.668042182
110,46,169.5,438.3,38966,16005,20.6,0,48.2,46.8,49.8,2.16,56.3,9.370529328
361,140,155.6,414.8,54089,87572,18.9,148.449276,32.7,30.7,35,2.4,44.2,3.454048815
1976,720,160.2,447.3,65555,401515,9.5,249.0566978,41.3,40.1,42.5,2.59,54.9,5.072389596
231,93,180.2,465.6,45132,37831,15.4,0,43.9,42.7,45.3,2.32,51.3,5.997663248
265,108,185.7,449,57517,49600,12,20.16129032,42.9,42.1,43.7,2.6,53.9,4.225482912
450,209,200.3,453.1,39956,63121,19.8,269.3239968,48.1,47.1,49.2,2.38,49.8,5.226215645
137,46,144.3,455.6,38155,21630,18.3,0,48.1,46.8,49.2,2.29,59.1,6.462075848
170,88,189.8,393.2,40524,22483,17.1,0,54.6,53.8,55.3,2.11,52.8,2.198107958
929,305,154.3,485.2,52387,175268,13.2,262.4552114,41.9,40.9,42.8,2.49,54.6,4.744289032
684,334,189.2,419.4,41504,107685,19.9,9.286344431,46.9,45.8,48.1,2.41,52.2,5.54304604
16,5,174.2,535.4,51978,1859,11.7,0,48.2,48.6,46.9,2.24,59,3.333333333
47,17,131.4,400.3,41304,7185,16.8,0,51.1,52,50.6,2.26,53.9,8.146487294
39,18,162.7,368.7,36340,7200,21.3,138.8888889,46.2,44.7,46.6,2.32,61.4,8.321273517
104,41,166.7,431.3,54063,23137,14.6,0,39.4,39.3,39.5,2.66,52.2,3.453598302
1208,509,172.4,441.7,44835,212567,18.1,103.4967798,42.8,41.6,43.9,2.45,49.7,5.016549209
91,42,163.9,358.5,42753,22666,21.2,0,39.9,38.4,40.9,2.76,47.9,6.839517211
640,281,199.7,491.2,37230,84745,20.6,59.000531,47.9,46.1,49.8,2.38,51.4,6.292364753
383,159,177.9,438,39234,66016,21.9,0,42.5,41.9,43.1,2.39,51.4,6.075036075
48,17,139.2,397.2,40328,7829,19.3,0,579.6,48.2,48.5,2.08,52.6,2.9390681
1780,748,169.1,418.7,44976,362895,18.4,286.5842737,39.3,37.6,41,2.39,45.5,4.213583027
342,152,199.9,449.9,40226,47038,18.8,63.77822186,50.4,48.5,51.6,2.22,52.6,4.839663945
675,273,186.5,477.4,44358,120547,19.1,8.29551959,39.5,38.8,40.4,2.61,52.9,4.659172628
157,61,164.4,441.7,35094,30380,28.7,32.91639236,36.1,35.3,37.3,2.62,47.3,8.019109367
1588,586,168.9,470.8,48554,330700,17.7,33.26277593,35.8,34.6,37.3,2.75,49.1,6.037989127
61,23,191.7,497.6,51839,11190,16.3,0,37.4,36.9,38.2,2.96,56.8,9.868141217
3314,1262,177.1,459.5,53519,790294,18.6,793.3756298,36.5,36.1,36.9,2.41,42.3,4.640520349
416,153,165.5,469.8,52626,79391,14.1,0,37.4,36.4,38.5,2.65,51.8,4.832893816
16,5,180.4,587.4,53277,1680,14.2,0,49.8,47.5,51.3,2.22,53.6,7.333333333
170,67,165.1,432.2,41662,25653,17.5,38.9817955,48,45.4,50.2,2.45,52.2,5.352172982
348,148,181.2,430.1,44780,76531,18,0,36,35.3,36.6,2.7,48.9,6.342209979
146,59,169,453.6,44841,25790,17.7,0,40,38.5,41.8,2.46,52.7,5.602240896
66,26,141,403.7,51754,10897,10.9,0,45.4,44.1,47.6,2.15,58.7,5.591612581
301,106,162.4,479.7,62526,71275,8.5,252.5429674,31.1,29.6,32.8,2.49,50.8,7.89058058
32,17,178,405.2,51470,4168,10.9,0,51,49.6,52.6,2.04,64.8,7.244318182
106,47,170.1,403.1,86354,35294,6.9,0,32.6,31.8,33.5,2.4,55.3,9.9672438
169,75,217.2,493.1,34116,28024,24.8,0,41,40.2,41.5,2.56,52.8,4.079365079
569,241,185,456.6,43602,104425,18,536.2700503,38.1,36.5,40,2.53,46.2,6.237398089
275,127,189.4,426,47369,53213,14.6,1390.637626,39.9,38.8,41.1,2.5,53.6,5.646027941
625,263,203.2,498.3,39757,98632,21.5,496.7961716,41.8,40.5,43.4,2.48,48.2,6.447299298
271,105,192.1,489.6,34216,65886,29.9,15.17773123,28,27.5,28.6,2.47,35.1,2.52476505
269,110,189.7,484.8,52650,45876,8.3,0,41,39.8,42.2,2.49,58.4,6.028766704
406,185,185.2,427.9,41983,69154,16.1,0,43.9,41.3,46.5,2.35,50.6,3.534951105
264,112,213.3,500.2,46484,43839,15,0,40.8,40.3,41.3,2.62,54.1,8.672957238
1721,706,189,458.9,58558,376353,14.4,263.0509123,36.4,35.2,37.7,2.68,50.5,5.479735318
180,67,172.8,472.5,46177,27811,13.5,71.91399087,44.5,43.3,46.1,2.54,58.4,5.228870221
215,90,190.1,462.1,50302,38987,11.3,0,41.2,39.7,42.8,2.53,55.2,4.636217581
814,360,200.6,471.1,42029,135959,18.2,478.0853051,41,39.8,42,2.44,48.4,5.319358009
1007,370,178.7,479.5,62158,201973,11.2,549.578409,39.5,38.2,40.6,2.65,55.1,5.170612813
231,108,224.3,488.5,49453,41917,13.7,238.5666913,39.3,37.9,40.8,2.53,52.8,5.682641548
624,259,178.3,445.6,42645,104806,15.9,76.33150774,43.2,42.1,44.7,2.43,51.9,6.225449895
214,96,203,459.8,41547,36569,18.1,0,41.5,40.2,43.1,2.53,54.8,5.832147937
276,113,184.6,476.5,39881,42306,15.4,0,42.6,41.3,44.2,2.37,54.7,6.301190346
7637,3091,187.1,485,44138,1255921,19.6,555.7674408,40.4,38.4,42.1,2.31,40.5,4.879604208
293,128,179.6,439.3,46610,52076,12.2,1152.162224,41.8,40.1,43.1,2.48,56.3,6.68786915
211,91,188.6,446.9,53026,38352,11.7,0,39.7,37.9,41.1,2.49,53.5,6.066465257
747,234,152.1,460.5,97802,193013,4.8,554.3668043,37.8,37.4,38.3,2.78,62.7,4.830467049
495,208,193.7,479.9,49234,75550,13.9,688.2859034,44,42.8,45,2.35,50.1,4.607982234
720,272,173.4,459.5,59921,151408,9.6,475.5362993,39,37.8,40.2,2.66,55.6,5.968296134
152,68,194.3,441.6,44947,28679,15.8,0,41.1,38.9,42.2,2.44,51.7,5.708508322
183,94,181.2,359.6,54666,42537,10.5,822.8130804,39.8,37.9,40.8,2.59,59.8,6.632331301
174,78,201,456.2,36675,30142,26.1,33.17629885,41,39.7,42,2.56,52.2,4.807405196
513,173,142.4,441,72264,94102,7.8,159.4015005,44.2,43.3,45,2.67,60.7,5.939818201
789,295,159.2,437.3,59382,164427,13.2,395.3122054,37.7,36.2,39.1,2.41,51.4,4.699355673
237,111,215.8,473.4,41940,39258,17.2,0,42.2,40.3,43.6,2.51,50.8,3.383937884
4146,1677,185.1,467.1,48973,807598,17.6,633.9787865,37,35.4,38.7,2.37,42.5,5.234779851
375,158,175.7,431.9,51498,75573,12.7,899.7922538,39.2,38.4,40.2,2.37,53.4,5.446216491
150,65,185.1,433.4,45195,31682,19,0,35.4,33.9,36.9,2.55,48.5,8.008741483
97,47,201.4,445.5,42582,15450,16.9,0,45.9,45.1,46.4,2.45,57.8,7.156549521
134,60,162.8,386.3,53645,27816,10.2,0,41.2,39.7,41.7,2.52,56.2,7.870216306
223,107,199.8,427,41611,43026,19.3,0,40.1,38.6,41.4,2.55,51.4,6.779300818
167,75,205.9,460.6,42374,28491,17.5,35.09880313,42.6,42.1,43.1,2.48,54.7,5.314639713
126,59,147.4,316.5,50069,43909,12.4,0,30.4,28.9,31.5,3.36,60.3,7.899124635
311,140,206.3,463.7,47824,58469,13.4,119.7215619,38.8,37.5,39.8,2.58,53.1,4.663965135
173,83,210.9,445.6,41161,32596,20,0,39.5,38.1,41,2.5,49.1,5.240979721
439,197,194.7,462.5,40148,67347,20,44.54541405,44.3,43,45.4,2.35,48.9,4.806907805
363,131,179.5,514.7,46908,61061,15.1,818.8532779,38.7,37.9,39.6,2.53,52.3,5.615628604
1415,558,182.5,483.8,58697,229245,8.9,235.5558464,43.2,41.6,44.7,2.39,52.2,4.694264339
335,155,201.5,445.7,41608,61109,17.5,32.72840334,41.2,39.8,42,2.6,50,5.379259802
888,349,188.8,478.5,57308,170570,13.5,480.7410447,39.7,38.6,40.7,2.57,54.3,5.540748334
252,114,205.6,460.6,50753,45386,17,176.2658088,40.7,39.7,41.8,2.42,54.2,6.601566473
1653,664,182.1,465.9,52331,305147,14.7,229.3976346,41,39.5,42.4,2.5,49.3,4.894050891
1813,976,196.2,370.7,42344,433689,20.7,1169.040488,37.7,36.1,39.4,2.4,41.6,5.157532738
211,91,197,449.1,52996,44094,12.6,0,40.2,38.9,41.8,2.57,48.1,4.909090909
1511,661,190.7,463.1,41316,231900,18.9,12.93661061,43.3,41.2,45.4,2.32,45.1,4.348522463
395,160,202,502.1,42240,65355,21.3,168.3115293,40.4,39,42.3,2.43,48.1,6.933232742
894,325,167.4,460.9,68405,176395,7,317.469316,41.4,40.4,42.2,2.63,58.1,4.599000327
130,62,206.9,435.2,38081,23257,22.6,42.99780711,42.3,42,42.8,2.49,53.8,5.707001373
219,95,181.9,443.1,52606,40968,8.9,0,40.1,39.3,41.1,2.54,58.7,6.325515281
562,230,177.8,449.5,51868,104224,10.6,604.4673012,41.4,40.3,42.5,2.49,53.9,4.84544324
88,41,188.9,423.2,40646,14409,15.7,0,45.6,44.9,46,2.37,56.7,6.140350877
2919,1252,186.9,451.9,42994,532258,19.7,760.9091831,39.4,37.5,41.2,2.32,44,5.362001513
89,39,187.9,438.4,37923,14777,18.1,0,43.9,43.3,44.7,2.41,58.4,5.657937278
183,75,185,456.7,49846,35074,12.1,0,41.2,40.4,41.8,2.73,57,4.83615222
480,225,211.5,466.1,41814,86290,19.1,637.3855603,40.3,38.8,42,0.0245,49.4,5.739536774
74,27,122.5,355.1,43953,14326,16.3,0,50.2,50.6,49,2.45,51.6,6.422798809
276,114,185.3,457.1,50345,40877,10.1,0,47.3,46.2,48.6,2.33,57.1,4.504504505
107,52,215.5,451.2,47358,18976,12.3,158.0944351,41,40.3,41.5,2.48,58.6,7.380254154
179,79,200.6,443.4,43341,35985,17.8,0,40,39.5,40.4,2.59,55.4,4.775349865
282,121,197.4,460.5,54868,56998,13.2,0,39.1,37.2,40.7,2.68,51.3,5.002432301
156,75,217.9,468,40512,28217,21.9,0,40.8,39.8,41.9,2.55,47.8,5.373276272
796,323,186.3,458.7,52047,162275,14.2,154.059467,37.6,37,38,2.54,46.6,3.908475144
244,101,192.7,471.1,49516,41329,13,0,41.9,40.3,43.2,2.56,55.9,3.877752218
168,64,154.6,425.6,56519,34042,7.8,0,39.7,38.4,41.1,2.6,63.3,6.184443536
703,305,186,445.1,41948,121707,15.9,188.9784482,41.3,39,43.4,2.4,48.2,4.974134501
401,181,203.9,449.2,42466,77170,19.2,699.7537903,40.6,39.7,41.9,2.52,49.2,4.967320261
316,149,193.8,424.2,46447,59679,14.5,83.7815647,41.3,39.3,43,2.49,51,5.511627907
476,198,203,503,37625,76825,27.2,767.9791734,39.5,37.2,41.4,2.5,47.1,4.764332654
297,123,174,439,45003,55610,17.5,629.3832045,39,37.3,41.6,2.45,49.7,4.557619009
217,92,167.3,405,50774,48901,10.7,163.5958365,38.9,37.8,40.3,2.62,57.4,6.776406036
2131,880,176.4,449.3,47745,375165,14.9,389.162102,41.8,40.3,43.1,2.43,49.4,5.285174738
2841,1203,178.1,437.5,50453,541968,13.4,282.3044903,40.7,39.2,42.1,2.41,47.2,4.582141722
1343,549,187,478.5,43160,203751,17.2,0,43.6,41.9,45.3,2.33,48.8,4.660949114
527,210,168.7,447.1,46128,92916,13.4,32.28722717,41,39.3,42.7,2.49,54.9,5.283776996
221,77,165.7,459.6,69900,54277,7.7,0,38.1,38.2,38.1,2.73,56.7,5.668411867
156,67,172.1,425,49565,28562,10.1,0,41.5,40.3,42.6,2.49,56.3,4.894094994
72,29,184.3,456.6,37633,13048,23.7,0,41,40,42.1,2.63,54.3,8.863399374
938,334,160.4,444.5,72973,224469,5.8,280.6623632,38.7,37.3,40,2.73,60.3,4.708366736
387,159,186.2,475.4,45048,61112,15.7,1358.162063,43.6,42.1,45,2.38,53.3,5.009079903
554,233,170.3,417.8,50106,116063,13.9,241.2482876,38.8,37.5,40.2,2.6,56.1,6.420871739
193,91,185.1,412.3,42214,37120,14.2,0,41.6,40,43.2,2.39,52,7.598197038
533,232,173,403,54996,129730,13.5,262.0827873,34.8,33.8,35.9,2.44,48.2,4.528947447
129,57,190.6,461.7,47905,22243,10,0,42,40.8,43.5,2.38,55.9,4.962066844
100,52,220.9,416.8,31386,22004,27.2,0,37,36.4,38.2,2.78,52.7,5.336200156
36,14,159.5,447.6,51885,5868,16.6,0,44.7,44.2,46.2,2.28,50.4,4.431818182
